,id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,Unnamed: 9,accounts_reached,timestamp,media_type,time_of_day,followers_gained,engagement_rate
145,21,18053245648753573,1306,0,3,What a time to be alive😈 #VivaLaYotes,True,False,True,,14155,2024-08-25T17:40:28+0000,CAROUSEL_ALBUM,night,1,0.09247615683504062
146,22,18075106333552576,1586,0,107,The NPCs are back ‼️‼️ #VivaLaYotes,True,False,True,,0,2024-08-24T19:58:49+0000,VIDEO,night,0,inf
147,23,18023741321362973,2034,0,0,Bro is not paying that laundry fee😭 #VivaLaYotes,True,False,True,,14023,2024-08-24T16:33:36+0000,CAROUSEL_ALBUM,afternoon,1,0.14504742209227697
148,24,17975923904758604,941,2,0,WE’RE SO FUCKING BACK😈 #VivaLaYotes,True,False,True,,10184,2024-08-23T21:11:01+0000,IMAGE,night,1,0.09259622937941869
149,25,18030208862021471,1074,15,0,"🖤🖤
#VivaLaYotes",True,False,True,,13164,2024-08-23T17:22:27+0000,IMAGE,night,1,0.08272561531449407
150,1,18320719594198826,1691,17,1,Someone give this kid a bid immediately #VivaLaYotes,False,True,True,,14632,2024-08-23T15:13:56+0000,CAROUSEL_ALBUM,afternoon,1,0.11679879715691635
151,2,18450272431023871,1963,17,78,Reminder to all the @hobosbarstool freshmen that you chose the wrong college 🤡🤡 #VivaLaYotes,False,True,True,,19359,2024-08-22T18:51:34+0000,CAROUSEL_ALBUM,night,6,0.10630714396404772
152,3,17928003893924011,2289,8,136,Crazy the freshman will never get to experience Hollar 😔 #VivaLaYotes,True,False,True,,18583,2024-08-21T15:48:55+0000,CAROUSEL_ALBUM,afternoon,4,0.13092611526664155
153,4,17905501736932884,383,1,23,HAPPY TINDER TUESDAY #VivaLaYotes,False,True,True,,5396,2024-08-20T18:35:51+0000,CAROUSEL_ALBUM,night,0,0.07542624166048925
154,5,18044586667769477,1627,7,80,"Are you answering? 😏
1 WEEK UNTIL WE’RE BACK 
#VivaLaYotes",True,False,True,,16487,2024-08-19T00:08:15+0000,CAROUSEL_ALBUM,night,5,0.10396069630618063
155,6,18016972460219673,449,0,17,Nothing surprises me in this town anymore #VivaLaYotes,False,True,True,,0,2024-08-17T19:15:08+0000,VIDEO,night,0,inf
156,7,18045354709921979,1671,14,158,"I have no words to describe this..
#VivaLaYotes",False,True,True,,12942,2024-08-14T21:03:16+0000,IMAGE,night,2,0.14240457425436562
157,8,18027176714201376,935,0,48,Missing this view 😪 #VivaLaYotes,True,False,True,,8019,2024-08-13T17:19:02+0000,IMAGE,night,0,0.12258386332460407
158,9,18068464909515122,498,1,17,"Heading into the year ranked #5. Let’s roll. 😎
#VivaLaYotes",True,False,True,,8437,2024-08-12T15:49:55+0000,IMAGE,afternoon,2,0.0611591798032476
159,10,17937695561771452,1677,5,42,"WE ARE SO CLOSE TO BEING BACK ‼️
@oldlumbercompany give me a free pizza and I’ll turn in who broke the glass 😏
#VivaLaYotes",True,False,True,,11994,2024-08-11T17:39:53+0000,CAROUSEL_ALBUM,night,1,0.14373853593463398
160,11,18270935965246373,949,7,117,"This kid fucks. Phi Delt doesn’t know what they’re missing 💯
#VivaLaYotes",True,False,True,,10610,2024-08-09T20:34:59+0000,IMAGE,night,0,0.10113100848256362
161,12,18003286235433979,537,5,87,🚨 BREAKING NEWS 🚨 The University of South Dakota will not be participating in this holiday ‼️ #VivaLaYotes,True,False,True,,8203,2024-08-09T02:38:45+0000,IMAGE,night,0,0.07667926368401805
162,13,18010700051564409,779,2,63,TINDER TUESDAYS ARE BACK ‼️ #VivaLaYotes,True,False,True,,8819,2024-08-06T17:47:26+0000,CAROUSEL_ALBUM,night,3,0.09570246059643951
163,14,18044930461904983,535,0,7,"25 DAYS UNTIL WE’RE BACK IN THE DOME 🙏🏼
#VivaLaYotes",True,False,True,,6388,2024-08-04T20:03:01+0000,IMAGE,night,2,0.08484658735128366
164,15,18040405567821062,1101,4,4,"New profile picture ‼️ 
Shoutout @ashley_gus for the insane logo 
#VivaLaYotes",True,False,True,,10152,2024-08-03T23:28:46+0000,IMAGE,night,2,0.10923955870764382
165,16,17947889024726358,1454,5,20,"The weekend is off to a hot start 🔥
#VivaLaYotes",True,False,True,,9989,2024-08-03T18:25:11+0000,CAROUSEL_ALBUM,night,0,0.14806286915607167
166,17,17955803432689916,795,4,24,"We’ve all been there before.. 
#VivaLaYotes",False,True,True,,7319,2024-08-03T01:04:46+0000,CAROUSEL_ALBUM,night,0,0.11244705560868971
167,18,18053604910685572,713,2,197,"I look forward to this day more than Christmas 
#VivaLaYotes",False,True,True,,7294,2024-08-02T17:25:04+0000,IMAGE,night,1,0.12503427474636689
168,19,17881732575035479,979,0,44,"Lick our rim @hobosbarstool 
#VivaLaYotes",False,True,True,,8011,2024-08-01T22:43:27+0000,CAROUSEL_ALBUM,night,0,0.12769941330670329
169,20,18024728180350171,1605,1,105,"Flash flood in verm last night 😳
#VivaLaYotes",True,False,True,,11783,2024-07-30T20:36:43+0000,CAROUSEL_ALBUM,night,5,0.1452091996944751
170,21,18065447284602918,1356,6,79,Poor guy 😭🙏🏻#VivaLaYotes,True,False,True,,11792,2024-07-30T14:52:55+0000,CAROUSEL_ALBUM,afternoon,1,0.12220149253731344
171,22,18001534226447913,1292,11,139,"This might be the biggest Woj bomb ever 🤯🤯
#VivaLaYotes",False,True,True,,13184,2024-07-28T21:09:10+0000,IMAGE,night,1,0.109375
172,23,17878037304079658,1227,1,67,"Treat yourself girl 💅✨
#VivaLaYotes",True,False,True,,9338,2024-07-27T18:41:34+0000,IMAGE,night,0,0.1386806596701649
173,24,18069939319543010,972,1,3,"Happy tinder tuesday,
How the fuck are we supposed to post content now 😔
#VivaLaYotes",True,False,True,,9726,2024-07-24T01:40:35+0000,IMAGE,night,0,0.10034957844951677
174,25,18030617329952234,1200,4,41,"Sunday scaries are hitting today 
#VivaLaYotes",False,True,True,,0,2024-07-21T17:47:36+0000,VIDEO,night,0,inf
175,1,17860429017147130,2051,4,252,"Nothing more American than this 🇺🇸
#VivaLaYotes",True,False,True,,0,2024-07-17T21:10:17+0000,VIDEO,night,0,inf
176,2,17949429086814147,1544,9,365,"Bonnie got dusted 💯
#VivaLaYotes",True,False,True,,0,2024-07-14T20:05:15+0000,VIDEO,night,0,inf
177,3,18332347858126069,999,6,37,How does that even happen 😭#VivaLaYotes,True,False,True,,0,2024-07-13T22:31:50+0000,VIDEO,night,0,inf
178,4,18029782565319658,493,6,4,"Help out these future yotes ⬇️
#VivaLaYotes",True,False,True,,11184,2024-07-13T20:54:30+0000,IMAGE,night,0,0.044974964234620884
179,5,18021785975346749,829,2,31,"These Ubers are getting wild 
#VivaLaYotes",False,True,True,,0,2024-07-12T16:49:55+0000,VIDEO,afternoon,0,inf
180,6,18266807683244819,1106,7,83,"This town is not fucking real 
#VivaLaYotes",False,True,True,,12106,2024-07-11T22:41:51+0000,IMAGE,night,0,0.09879398645299851
181,7,18032685272476509,1802,1,173,"Summer verm is a movie 
#VivaLaYotes",False,True,True,,13536,2024-07-11T15:49:02+0000,IMAGE,afternoon,4,0.14598108747044916
182,8,18039263536790448,1544,2,68,"A shot not taken is a missed shot.
#VivaLaYotes",False,True,True,,11355,2024-07-10T15:17:17+0000,IMAGE,afternoon,0,0.14214002642007925
183,9,17980808885571598,1760,7,81,"Vermillion is the Chiraq of South Dakota
#VivaLaYotes",False,True,True,,18609,2024-07-09T17:47:49+0000,IMAGE,night,2,0.09930678703852974
184,10,18003678662355971,1439,7,50,Hinge rizz is different🔥#VivaLaYotes,True,False,True,,13345,2024-07-08T21:38:23+0000,CAROUSEL_ALBUM,night,0,0.11210191082802548
185,11,18132247657352744,860,1,14,"Happy 4th of July 🇺🇸🦅
#VivaLaYotes",True,False,True,,8819,2024-07-04T16:20:43+0000,IMAGE,afternoon,4,0.0992175983671618
186,12,18022090544262626,1361,25,131,"I was going to wait for football season to post this but holy fuck this is painful to watch 
#VivaLaYotes",False,True,True,,0,2024-06-29T16:19:52+0000,VIDEO,afternoon,0,inf
187,13,17872699875102666,4573,34,515,"Buddy was a genius
#VivaLaYotes",False,True,True,,0,2024-06-24T21:48:53+0000,VIDEO,night,0,inf
188,14,18035002093995345,1569,6,70,"We asked AI what the bars in verm look like

Slide right for a surprise at the end…
#VivaLaYotes",False,True,True,,12294,2024-06-23T22:04:39+0000,CAROUSEL_ALBUM,night,2,0.13380510818285343
189,15,17938853444746814,2131,11,187,"Stay safe out there 😳
#VivaLaYotes",True,False,True,,13973,2024-06-22T02:14:22+0000,IMAGE,night,4,0.16667859443211908
190,16,18028007237147319,2207,21,493,"Wow 
#VivaLaYotes",False,True,True,,0,2024-06-21T15:08:13+0000,VIDEO,afternoon,0,inf
191,17,18230272360285708,4700,67,614,"South Dakota is looking like the ocean rn 😳
#VivaLaYotes",True,False,True,,0,2024-06-21T14:38:31+0000,VIDEO,afternoon,0,inf
192,18,18032636810043421,1323,3,63,"Happy Father’s Day 🥰
#VivaLaYotes",False,True,True,,11987,2024-06-16T16:15:38+0000,IMAGE,afternoon,3,0.11587553182614499
193,19,18038783587757128,721,9,1,"Someone help this guy out 🗣️⬇️
#VivaLaYotes",True,False,True,,11325,2024-06-15T22:57:43+0000,IMAGE,night,0,0.06454746136865343
194,20,17870181039072499,883,0,47,"Horny season is all year round 😈
#VivaLaYotes",True,False,True,,9785,2024-06-12T00:44:24+0000,CAROUSEL_ALBUM,night,0,0.09504343382728667
195,21,17919187112923622,1265,7,190,"Nothing surprises me in vermillion anymore.
#VivaLaYotes",False,True,True,,0,2024-06-10T21:24:40+0000,VIDEO,night,0,inf
196,22,18188281915292923,782,3,43,"Chat is this crazy? 
#VivaLaYotes",False,True,True,,10249,2024-06-09T17:54:51+0000,IMAGE,night,0,0.08078836959703385
197,23,18097157707420974,1195,8,93,"I asked an AI Generator to make an image of the fraternities at the University of South Dakota

These were the results:
#VivaLaYotes",False,True,True,,12745,2024-06-09T16:25:19+0000,CAROUSEL_ALBUM,afternoon,1,0.10168693605335426
198,24,17999257238383720,1160,2,28,"This Logo would be revolutionary. FCS CHAMPIONSHIP INBOUND. 
#VivaLaHollarr",False,True,True,,10480,2024-06-08T18:06:17+0000,CAROUSEL_ALBUM,night,0,0.11354961832061068
199,25,17960074817779833,252,0,15,"🇺🇸 🦅 Barstool Sports of July Merch is Here!!! 🦅 🇺🇸 
Head to the Barstool Sports store for the best 4th fits on the internet
LINK IN BIO ‼️
#VivaLaYotes",True,False,True,,5312,2024-06-08T15:33:57+0000,CAROUSEL_ALBUM,afternoon,0,0.05026355421686747
200,1,18080660428473726,440,4,71,"Holy. Fuck. We are speed running cancer.
#VivaLaYotes",False,True,True,,0,2024-06-08T00:41:02+0000,VIDEO,night,0,inf
201,2,18266902144234768,805,4,8,"Comment what professor this is 🫣⬇️
#VivaLaYotes",True,False,True,,9740,2024-06-06T23:23:25+0000,IMAGE,night,0,0.08388090349075976
202,3,18013845317146515,912,42,10,Comment your thoughts 🤔⬇️,True,False,False,,12912,2024-06-01T00:50:18+0000,IMAGE,night,1,0.07465923172242875
203,4,18002860487333046,700,3,48,"This is what my nightmares look like 😳
#VivaLaYotes",True,False,True,,0,2024-05-25T01:17:32+0000,VIDEO,night,0,inf
204,5,18000835850553228,935,1,38,"Nothing better than summers in South Dakota 🤢
#VivaLaYotes",False,True,True,,0,2024-05-20T18:02:11+0000,VIDEO,night,0,inf
205,6,18130142134339429,988,6,35,"The NCAA 25 cover we all wanted 😔
#VivaLaYotes",True,False,True,,12837,2024-05-19T00:41:26+0000,IMAGE,night,4,0.08015891563449404
206,7,17881958448059105,1057,2,20,INCOMING FRESHMAN: This a perfect example of something not to do 🤝 #VivaLaYotes,False,True,True,,10474,2024-05-16T21:18:42+0000,IMAGE,night,1,0.10301699446247851
207,8,18089174890439318,1603,28,618,"Let’s. Fucking. Go. 🍃💨💨
#VivaLaYotes",True,False,True,,20607,2024-05-15T18:55:43+0000,IMAGE,night,4,0.10913767166496821
208,9,18038829610849675,811,2,13,"Barn parties are lit asf 💯🙌🏼 
#VivaLaYotes",True,False,True,,0,2024-05-14T21:01:09+0000,VIDEO,night,0,inf
209,10,17963505479623187,1090,0,103,Happy Mother’s Day Yotes ❤️ #VivaLaYotes,True,False,True,,10906,2024-05-12T19:10:20+0000,IMAGE,night,0,0.10938932697597653
210,11,17885048889043281,1224,0,9,Boy that would be awesome🔥🔥 #VivaLaYotes,True,False,True,,11231,2024-05-11T23:34:30+0000,IMAGE,night,2,0.10978541536817736
211,12,17986306493662107,1005,0,12,Someone check on bro 😔 #VivaLaYotes,True,False,True,,8783,2024-05-11T17:46:45+0000,CAROUSEL_ALBUM,night,0,0.11579187065922805
212,13,18005332844587551,1164,27,17,"What does vermillion need?⬇️⬇️⬇️⬇️⬇️
(Wrong answers only) 
#VivaLaYotes",True,False,True,,13046,2024-05-08T15:26:27+0000,IMAGE,afternoon,0,0.09259543154990035
213,14,18048355354633982,2124,7,47,Our top 5 submissions of the year‼️ Send us content over the weekend to post 🥲❤️ #VivaLaYotes,True,False,True,,13452,2024-05-05T23:21:41+0000,CAROUSEL_ALBUM,night,1,0.16190900981266726
214,15,17877481380011932,1047,9,20,We’re so close 🙏🏻 #VivaLaYotes,True,False,True,,9513,2024-05-02T00:30:00+0000,CAROUSEL_ALBUM,night,0,0.11310837800904026
215,16,18031950991982099,866,1,50,"Concerned for the dude with the bio
#VivaLaYotes #TinderTuesday",False,True,True,,12623,2024-04-30T19:33:13+0000,CAROUSEL_ALBUM,night,0,0.07264517151231878
216,17,18033862801916442,1918,17,93,I’m never drinking again #SundayScaries #VivaLaYotes,False,True,True,,16346,2024-04-28T18:33:27+0000,CAROUSEL_ALBUM,night,6,0.12406705004282394
217,18,17851899345180585,1185,2,58,If being down bad was a sport this guy would be an Olympic medalist #VivaLaYotes,False,True,True,,13642,2024-04-26T20:37:57+0000,IMAGE,night,0,0.0912622782583199
218,19,17897027438994728,1442,4,68,"As our seniors time runs down, we just wanna say we’ll miss you. Hope every single one of you achieve your goals in life. - Barstool 🫶🏼
#VivaLaYotes",True,False,True,,11143,2024-04-26T17:49:32+0000,IMAGE,night,1,0.13587005294803914
219,20,17953164581785920,1671,17,77,What the fuck is going on in beacom🤣  #VivaLaYotes,False,True,True,,11087,2024-04-25T19:23:12+0000,IMAGE,night,2,0.15919545413547398
220,21,17900734922905154,1353,12,40,"Fuck tinder. Sliding in through your school email is even better 🔥🔥🔥
#VivaLaYotes #MUCRizz",True,False,True,,14025,2024-04-25T16:44:33+0000,IMAGE,afternoon,0,0.10017825311942959
221,22,18049993039567819,655,1,89,"The forbidden char soup 😋
#VivaLaYotes",True,False,True,,0,2024-04-24T15:56:06+0000,VIDEO,afternoon,0,inf
222,23,18049595050651468,1149,2,133,"That poor grandpa..
#VivaLaYotes #TinderTuesday",False,True,True,,14439,2024-04-23T16:50:34+0000,CAROUSEL_ALBUM,afternoon,1,0.0889258258882194
223,24,17978530313647541,1136,13,70,"Bros rizz is immaculate
#VivaLaYotes",False,True,True,,13941,2024-04-22T20:02:46+0000,IMAGE,night,1,0.08743992539989957
224,25,18204684652303782,1992,14,72,"Bar Crawl: 2
Me: 0
Next year is my year 😈
#VivaLaYotes",True,False,True,,16004,2024-04-22T15:56:26+0000,CAROUSEL_ALBUM,afternoon,0,0.12984253936515872
225,1,18332744740187372,1348,6,157,WAKE THE FUCK UP USD LETS RAGE #BarCrawl #VivaLaYotes,False,True,True,,0,2024-04-20T13:27:50+0000,VIDEO,afternoon,0,inf
226,2,17914903361918938,1125,6,33,"This might be one of the funniest submissions ive ever gotten 🤣🤣🤣
#VivaLaYotes",False,True,True,,0,2024-04-18T19:25:49+0000,VIDEO,night,0,inf
227,3,17992541033425490,908,4,36,Someone’s getting fired 😅 #VivaLaYotes  @vpdpics,True,False,True,,13862,2024-04-18T02:20:17+0000,IMAGE,night,0,0.06838839994228826
228,4,18433024795008112,47172,4,288,"That car turned into a boat 😳
#VivaLaYotes",True,False,True,,0,2024-04-16T23:49:34+0000,VIDEO,night,0,inf
229,5,18033754969757587,1526,6,50,Personally I’m not going to class for at least a week after that 🤣#VivaLaYotes,False,True,True,,14313,2024-04-16T22:51:54+0000,CAROUSEL_ALBUM,night,3,0.11052888982044295
230,6,17842544964211166,1238,2,147,"I hate when my pet fish takes my phone and rizzes chicks on tinder 😡😡
#VivaLaYotes #TinderTuesday",True,False,True,,14221,2024-04-16T18:14:36+0000,CAROUSEL_ALBUM,night,1,0.09753181914070741
231,7,18092878945411567,1559,0,36,"These horses randomly spawn in every semester
#VivaLaYotes",False,True,True,,12081,2024-04-15T20:29:28+0000,CAROUSEL_ALBUM,night,1,0.1320254945782634
232,8,17957546867759669,860,0,37,Summer is so fucking back‼️ #VivaLaYotes,True,False,True,,8448,2024-04-13T20:57:15+0000,IMAGE,night,0,0.10617897727272728
233,9,17989428605635812,814,0,45,"Gotta vacuum the cement 🫣
#VivaLaYotes",False,True,True,,0,2024-04-13T16:50:46+0000,VIDEO,afternoon,0,inf
234,10,18017001134269293,709,4,12,"Before this video they were caught sniffing them.. 
#VivaLaYotes",False,True,True,,0,2024-04-11T23:15:29+0000,VIDEO,night,0,inf
235,11,17864953023100503,613,4,39,"RIP GOAT 😔
#VivaLaJuice",True,False,True,,0,2024-04-11T15:39:18+0000,VIDEO,afternoon,0,inf
236,12,17882394081029404,1265,3,197,"Count Rizzula
#TinderTuesday #VivaLaYotes",False,True,True,,13065,2024-04-09T17:18:25+0000,CAROUSEL_ALBUM,night,1,0.11213164944508228
237,13,18022207931130873,1218,8,56,Bronny James has officially announced his commitment to USD ‼️😈😈😈 #VivaLaYotes,True,False,True,,12506,2024-04-05T21:52:44+0000,IMAGE,night,4,0.10251079481848713
238,14,18039903988764566,812,16,8,"Nothing but facts here. @hobosbarstool 
#VivaLaYotes",False,True,True,,12195,2024-04-05T20:11:07+0000,IMAGE,night,0,0.06855268552685527
239,15,17988195182481461,937,1,53,"Happy Easter, yotes 🐰
#VivaLaYotes",True,False,True,,10162,2024-03-31T19:09:35+0000,CAROUSEL_ALBUM,night,1,0.0975201731942531
240,16,17858937474130808,1222,19,89,"Dear god please I’m shaking
#VivaLaYotes",False,True,True,,14150,2024-03-29T17:52:24+0000,IMAGE,night,0,0.0939929328621908
241,17,18014001302205800,1009,6,78,"Someone got hit in the head with the char plunger 🤢🤢
#VivaLaYotes",False,True,True,,0,2024-03-27T19:29:15+0000,VIDEO,night,0,inf
242,18,17997550913569458,945,6,330,"💥ANNOUNCEMENT💥
Happy to announce that the USD bar crawl will be on April 20th! The following bars will open at:
Leo’s - 8 AM (Will have breakfast)
Varsity - 9 AM
Carey’s - 10 AM
OLC - 11 AM
Pub - 11 AM
Char - 5 PM
Hollarr - RIP 😟☝🏻

Better see a lot of you there!
#VivaLaYotes #CommenseSuckDown",True,False,True,,13485,2024-03-26T16:12:26+0000,IMAGE,afternoon,1,0.09499443826473859
243,19,17940738521799932,1567,20,82,Next up is @loganhaa for the USD Barstool Bachelor championship round. We asked both contestants to make a “day in the life of a barstool bachelor” video. Voting is live on the story for the next 24 hours. GO VOTE 🌹 #VivaLaYotes,True,False,True,,0,2024-03-25T19:58:47+0000,VIDEO,night,0,inf
244,20,17922296813856958,849,1,22,First up is @_millerjesse_ for the USD Barstool Bachelor championship round. We asked both contestants to make a “day in the life of a barstool bachelor” video. Voting is live on the story for the next 24 hours. GO VOTE 🌹 #VivaLaYotes,True,False,True,,0,2024-03-25T19:57:25+0000,VIDEO,night,0,inf
245,21,18051788686595540,1495,15,336,"REST IN PEACE TO THE UNIVERSE’S HOTTEST NIGHT CLUB 😕 2021-2024
@hollarrbar 
#VivaLaYotes #VivaLaHollarr",True,False,True,,0,2024-03-20T16:50:55+0000,VIDEO,afternoon,0,inf
246,22,17992368980378586,446,0,1,The final 4 contestants are set. GO VOTE ON OUR STORY 🌹👀 #VivaLaYotes,True,False,True,,11095,2024-03-17T23:08:04+0000,IMAGE,night,0,0.04028841820639928
247,23,18003647978200173,756,0,24,Here are your FINAL 4 contestants for the 2024 USD bachelor 🌹. Voting will begin now on the story for the next 24 hours. I’ll post the bracket in a separate post because instagram won’t resize the image automatically. GO VOTE 🙏🏻 #VivaLaYotes,True,False,True,,14223,2024-03-17T23:04:08+0000,CAROUSEL_ALBUM,night,2,0.05484075089643535
248,24,18033266170879209,1743,10,14,Let the great migration begin #VivaLaYotes,False,True,True,,16291,2024-03-09T18:32:58+0000,IMAGE,night,1,0.10846479651341231
249,25,18025446469985715,924,0,85,Here are your TOP 8 barstool bachelors 🌹 Head over to the story to vote for your favorite bachelors. Voting will close tomorrow at 9:00pm to announce the top 4 contestants 👀 The bracket will be posted following this post 🙏🏻#VivaLaYotes,True,False,True,,15591,2024-03-06T02:45:09+0000,CAROUSEL_ALBUM,night,2,0.06471682380860753
250,1,18001456091394007,2049,6,218,"This weekend has me in shambles right now
#VivaLaYotes",False,True,True,,16464,2024-03-03T23:09:18+0000,CAROUSEL_ALBUM,night,3,0.13805879494655005
251,2,18418512652003508,660,1,43,"Here are the last round 2 contestants 🌹 Voting will start at 6:00pm on our story, GO VOTE #VivaLaYotes",True,False,True,,13321,2024-03-03T00:05:59+0000,CAROUSEL_ALBUM,night,0,0.05284888521882741
252,3,18022901159076872,924,3,46,Here are the 2nd round contestants for the left side of the bracket 🌹 There will be another post following the right side bracket contestants. Voting will start at 6:00pm on our story👀 #VivaLaYotes,True,False,True,,14006,2024-03-02T23:52:40+0000,CAROUSEL_ALBUM,night,1,0.0694702270455519
253,4,17991551693365255,2669,45,532,"After seeing this video, I am officially leaving this town and transferring.
#VivaLaYotes",False,True,True,,0,2024-03-02T19:36:26+0000,VIDEO,night,0,inf
254,5,17936534741800206,1588,32,121,"Chat is this fucking real..
#VivaLaYotes",False,True,True,,18663,2024-02-29T22:55:53+0000,CAROUSEL_ALBUM,night,0,0.09328618121416707
255,6,18009911105077440,1184,155,223,"USD MEN:
Are you tired of going downtown and getting absolutely no play? Let’s hop off of tinder for a bit and let me help you find the future love of your life (hopefully).
DM ME TO NOMINATE EITHER YOURSELF OR A FRIEND! APPLICATIONS WILL BE CLOSING TOMORROW NIGHT!
Tag a friend in the comments who should apply!
#VivaLaYotes",False,True,True,,18318,2024-02-26T17:00:09+0000,IMAGE,night,3,0.08527131782945736
256,7,18014825720476215,1481,14,109,"“Freshness guaranteed” my ass
@walmart you have 24 hours to respond 
#VivaLaYotes",False,True,True,,19897,2024-02-26T02:12:55+0000,IMAGE,night,3,0.08061516811579635
257,8,18064566850500366,836,0,18,ST. PATRICK’S DAY MERCH JUST DROPPED ☘️ 🍻 LINK IN BIO - ORDER BEFORE WE’RE SOLD OUT ‼️ #VivaLaYotes,True,False,True,,13211,2024-02-21T00:52:18+0000,CAROUSEL_ALBUM,night,0,0.06464310044659753
258,9,17912965067898490,1073,2,142,"New word unlocked: meat monkey
#VivaLaYotes",False,True,True,,14605,2024-02-20T17:18:30+0000,CAROUSEL_ALBUM,night,3,0.08332762752482027
259,10,18258228769235972,1328,10,81,"All girls are 100% folding if they get these messages
#VivaLaYotes",False,True,True,,17691,2024-02-19T17:47:09+0000,CAROUSEL_ALBUM,night,1,0.08021027641173478
260,11,18036044314751305,2102,4,136,"This professor needs a hug asap 😔
#VivaLaYotes",True,False,True,,18677,2024-02-18T21:28:29+0000,IMAGE,night,1,0.12004069175991862
261,12,18017501083899979,1754,17,91,"A true gentlemen.
#VivaLaYotes",False,True,True,,0,2024-02-17T02:51:20+0000,VIDEO,night,0,inf
262,13,17996360309302542,1316,3,75,One last hail mary before Valentine’s day 🙏🏻 #VivaLaYotes,True,False,True,,13322,2024-02-13T23:09:24+0000,IMAGE,night,1,0.10463894310163639
263,14,17913897626870031,4482,52,1591,"What the FUCK is going on in verm 🤣🤣🤣🤣
#VivaLaYotes",False,True,True,,0,2024-02-08T18:01:37+0000,VIDEO,night,0,inf
264,15,17986965815416125,1807,6,87,"I’ve never seen sadness on the char dance floor until now.. 
#VivaLaYotes",False,True,True,,16502,2024-02-05T19:20:15+0000,CAROUSEL_ALBUM,night,1,0.11513755908374743
265,16,18020705741005184,1507,1,53,"Camera roll ✨dump✨
#VivaLaYotes",True,False,True,,15752,2024-02-03T18:02:04+0000,CAROUSEL_ALBUM,night,0,0.09909852717115288
266,17,18053587453545740,1485,6,41,"Beer die is so fucking back
#VivaLaYotes",False,True,True,,15152,2024-02-01T20:13:32+0000,CAROUSEL_ALBUM,night,5,0.10110876451953538
267,18,18005099279111962,710,1,13,Coyote football alum is going back to the Blue Bombers. Looks like another Grey Cup is coming to the city of Winnipeg 👀,True,False,False,,11414,2024-01-31T18:38:53+0000,IMAGE,night,0,0.06343087436481513
268,19,18007580654259422,12230,214,3536,"The OJ Simpson of Vermillion 
#VivaLaYotes",False,True,True,,0,2024-01-30T17:35:04+0000,VIDEO,night,0,inf
269,20,17850278436133995,1057,32,9,Leave it in the comments ⬇️⬇️⬇️,True,False,False,,16231,2024-01-29T19:08:47+0000,IMAGE,night,0,0.06764832727496765
270,21,17874990546029909,748,0,35,"They will never be able to take our zyns.
#VivaLaYotes",False,True,True,,12835,2024-01-27T22:24:27+0000,IMAGE,night,0,0.06100506427736658
271,22,18040574020580555,969,5,48,"New Year’s resolution is still going 🙏🏼
#VivaLaYotes",True,False,True,,0,2024-01-26T21:55:02+0000,VIDEO,night,0,inf
272,23,17903525423921926,1138,3,155,"Girls with eyebrows 😩😩😩
#VivaLaYotes #TinderTuesday",True,False,True,,14842,2024-01-24T00:35:11+0000,CAROUSEL_ALBUM,night,3,0.08731976822530656
273,24,18025946062919295,1525,19,100,"This guy was trying to throw up a full court shot.. 
#VivaLaYotes",False,True,True,,17829,2024-01-22T17:54:18+0000,CAROUSEL_ALBUM,night,0,0.0922093218913007
274,25,17896489676877161,1564,5,48,"The grind never fucking stops
#VivaLaYotes",False,True,True,,15424,2024-01-18T23:38:05+0000,CAROUSEL_ALBUM,night,0,0.10483661825726141
275,1,18006067772248665,1474,18,141,"Damn, guys can’t do shit.. How are we feelin boys? 🤔
#VivaLaYotes",False,True,True,,17079,2024-01-18T17:11:34+0000,IMAGE,night,2,0.0956144973359096
276,2,17937639314789393,1738,4,35,"A drown on a Sunday with no school the next day should be illegal
#VivaLaYotes",False,True,True,,15290,2024-01-17T17:08:40+0000,CAROUSEL_ALBUM,night,0,0.11621975147155003
277,3,18033623914696015,1013,0,70,"Munch Academy attendance 📈
#VivaLaYotes #TinderTuesday",True,False,True,,12238,2024-01-16T20:17:01+0000,CAROUSEL_ALBUM,night,0,0.08849485210001634
278,4,18000640850517863,1913,6,69,"This weather fucking blows
#VivaLaYotes",False,True,True,,17264,2024-01-15T20:16:02+0000,CAROUSEL_ALBUM,night,3,0.11515291936978685
279,5,18331284277101938,1195,4,143,"Bonnie’s kinda smooth with those turns 😳😳
#VivaLaYotes",True,False,True,,0,2024-01-12T17:21:00+0000,VIDEO,night,0,inf
280,6,18014462563930563,1940,7,51,"Get this guy a scholarship @sdcoyotesfb 
#VivaLaYotes",False,True,True,,0,2024-01-11T03:26:04+0000,VIDEO,night,0,inf
281,7,17909342732895088,1582,1,51,"Whoever this is pick me up in 15 I’m ready to go
#VivaLaYotes",False,True,True,,0,2024-01-10T01:41:42+0000,VIDEO,night,0,inf
282,8,18077232361394518,1339,0,151,"Great way to spend a snow day
#VivaLaYotes",False,True,True,,0,2024-01-09T18:55:54+0000,VIDEO,night,0,inf
283,9,18290950237157436,932,0,11,"SEND IN SNOW CONTENT ‼️
#VivaLaYotes",True,False,True,,0,2024-01-08T23:19:13+0000,VIDEO,night,0,inf
